of_gls,of_time_domain,empca_rank1,rq_of_ampl_0,resid_of,resid_empca_rank1
10417.244417095562,10417.242401770132,10417.141574067557,10417.424426028843,5741518179390719.0,5752841589484628.0
10408.397537668045,10408.397254474297,10408.265912378285,10409.020360472377,5672442105428984.0,5689875471621960.0
10397.573352078582,10397.574659989654,10397.494290569792,10395.779452289222,5798331671129989.0,5804609830229425.0
10411.417296365958,10411.414629645073,10411.302285455697,10411.492618914912,5756003012773897.0,5769910037638466.0
10395.08026313632,10395.080281526545,10394.99604691667,10396.297793185042,5621450393457590.0,5628822539739771.0
10411.799846705966,10411.800422767088,10411.677454372353,10412.0614576295,5661557048073400.0,5677031827719776.0
10431.811022254817,10431.808826522216,10431.681004717195,10430.37006282537,5783238114562151.0,5800344896082031.0
10391.174808817676,10391.173912304152,10391.053902684842,10392.475736401746,5844687793267263.0,5859837706541111.0
10410.425484752293,10410.42705526482,10410.299238802703,10412.505928846827,5685896953925289.0,5702189382594524.0
10397.618820363783,10397.616203853748,10397.534367707123,10398.258534681385,5755692306285021.0,5763113836952074.0
10414.031284757986,10414.029291046261,10413.903084369884,10414.514013045206,5677529110534730.0,5694238701486577.0
10409.280840359375,10409.280736923029,10409.171681101681,10408.156648650287,5767224391557249.0,5779888275238490.0
10405.252927929178,10405.251599632586,10405.1224504593,10405.444058713503,5694073121307458.0,5711260780509559.0
10408.073010589014,10408.07224120261,10407.9456242923,10408.876740386218,5679589542621885.0,5696122759742271.0
10383.819295013996,10383.819710374171,10383.679095538739,10382.142834215763,5678256307168698.0,5697489315843216.0
10411.902818513418,10411.9040959888,10411.770740090586,10410.225480865452,5798094953750018.0,5815626884888705.0
10408.99824200388,10408.997150010515,10408.868248915143,10408.716863499048,5669058728925014.0,5686145949455209.0
10413.271395097983,10413.27001765497,10413.171020150423,10414.419656237053,5697865085731860.0,5708663957758524.0
10412.691659589913,10412.692196843616,10412.58865759897,10411.672518858863,5711423440653651.0,5722780264400718.0
10391.282303758971,10391.28292421388,10391.163208991271,10389.971177746758,5708227091011523.0,5722993121968748.0
10388.729498073235,10388.727941663528,10388.626018610774,10390.68192277946,5701031229672140.0,5712487250791243.0
10410.723553190666,10410.724295215241,10410.615431994498,10409.049001644427,5721461809877308.0,5733905555627594.0
10415.086890892038,10415.085507614933,10414.976115170664,10414.05036201159,5670328709240722.0,5683337194480665.0
10407.657009701066,10407.657264490359,10407.540029917214,10407.886124534445,5746349174966678.0,5760672947663938.0
10378.999313483631,10378.999263777267,10378.910824180102,10378.990946187996,5647638434283180.0,5655920010735663.0
10399.824302499888,10399.824707634742,10399.714568086694,10403.520852948637,5793908847495359.0,5806692776993780.0
10410.638488481667,10410.639269620413,10410.499438676583,10409.98044361273,5846045329457551.0,5865056788993979.0
10388.500561971901,10388.500780117274,10388.376436070079,10390.522460158569,5721769256137227.0,5737600234208118.0
10410.581480222461,10410.582222193012,10410.465638948388,10411.41390287419,5694879507380298.0,5708962588060933.0
10413.33753972697,10413.33900043164,10413.260242637536,10412.794768884247,5708456743955418.0,5714353718248331.0
10392.649304931421,10392.65065011669,10392.524341844386,10393.992004694392,5714778768617533.0,5730789355604793.0
10408.042803949636,10408.044197396843,10407.954477384168,10409.433254387219,5678014991499628.0,5686255862941311.0
10405.616194744112,10405.617897178563,10405.508826468369,10406.19205239611,5653892278485010.0,5666175269329927.0
10411.473818781724,10411.473295354173,10411.335720148687,10409.722567124263,5707261555948278.0,5726071698572858.0
10407.939543692668,10407.939400599798,10407.799280881616,10410.35894852428,5757011153150341.0,5776277925704783.0
10408.362970482925,10408.362980874917,10408.2366096906,10409.414600216565,5683120153572019.0,5699435818969378.0
10411.478712741597,10411.479709505675,10411.380848991123,10410.764571989588,5844095458974337.0,5854360982712413.0
10388.569731941712,10388.57037746287,10388.47888202084,10389.480608805401,5731221447449342.0,5740001232594248.0
10403.17356410234,10403.172329619181,10403.055681755357,10404.845828990623,5687799180337477.0,5702312831259040.0
10391.876733613597,10391.875184925015,10391.742936812065,10391.905644033366,5860109400691423.0,5877992045307561.0
10380.134686067116,10380.133938679564,10380.014963479645,10380.844591990326,5687211560877569.0,5702105906188769.0
10412.760579346108,10412.762043093604,10412.660283768815,10414.154870726994,5651879123603516.0,5662661124138793.0
10414.951838397958,10414.949277411755,10414.831324447967,10412.734274942472,5703973220588143.0,5719050457257180.0
10408.250635940096,10408.251024705713,10408.161149264455,10405.95774406792,5708066289625498.0,5716553410927825.0
10409.322751855254,10409.320880317138,10409.216125010798,10408.728460305529,5712710753271938.0,5724836951587279.0
10391.17043492512,10391.16874569295,10391.065794032831,10393.470103503156,5670840605939347.0,5682543028096546.0
10387.762543346164,10387.762797095225,10387.613492454915,10390.880969589025,5858111591317995.0,5879223404790640.0
10416.781958542559,10416.780797740246,10416.666429191453,10415.496688888446,5742511205678740.0,5756530130873968.0
10417.982987959575,10417.981426362137,10417.86839410966,10417.48860689781,5684657950815299.0,5698478483139504.0
10413.394590824553,10413.393764741846,10413.265572378565,10414.463356571368,5666665986718324.0,5683548960922571.0
10410.858837582098,10410.859282797024,10410.739756948607,10409.823251321468,5730840298589663.0,5745611371367622.0
10390.270887793631,10390.268992700205,10390.147386813469,10392.53719023272,5697512090222340.0,5713211538067297.0
10414.255301616866,10414.254518270161,10414.188168694498,10413.961690549824,5738537639709935.0,5742275071999722.0
10392.70612118743,10392.707453345463,10392.61588574957,10394.637200891131,5668267787869509.0,5676916635879330.0
10411.03053678491,10411.029905535885,10410.929852554538,10410.647147477232,5790331033288277.0,5801195524318233.0
10409.407428435728,10409.407938342969,10409.320455839572,10409.646669822085,5707569109147774.0,5715522198695159.0
10406.582297212542,10406.58284845428,10406.453895343253,10407.932191789854,5784002655029543.0,5800750583373344.0
10391.410178537402,10391.408740586547,10391.316626968257,10392.08449758832,5670523883782341.0,5679875846161518.0
10410.571331805106,10410.571571391489,10410.460051547465,10411.76497562389,5791359906992832.0,5804474451855182.0
10412.421116774642,10412.42277286344,10412.322385689256,10412.374601608179,5755070013133922.0,5765519725618704.0
10391.815110891504,10391.812329064183,10391.68973485487,10391.761870944374,5674573736284742.0,5690671411054317.0
10428.176619899616,10428.17584837076,10428.082093530791,10428.912455723255,5728900841947742.0,5738456041173856.0
10391.07223518659,10391.070862351433,10390.990505036449,10392.35146106712,5772528881688601.0,5779375296607516.0
10396.499041352237,10396.49920381917,10396.369035996206,10398.418430611157,5751836675422265.0,5768918587392012.0
10421.404999540338,10421.40712554116,10421.296795106862,10421.912817015966,5737974473512952.0,5750437879769630.0
10414.604777458973,10414.603338540983,10414.524185327446,10413.98648039064,5689751927297670.0,5696348314629905.0
10403.13205236217,10403.131998783176,10403.001068773909,10403.946220580743,5722905679585332.0,5740199373567251.0
10390.412477820983,10390.412925048031,10390.294822437121,10390.874602369227,5675557869158935.0,5690018479703875.0
10422.080960620373,10422.080154151608,10421.964219240102,10422.496175361297,5675493882603581.0,5689772239722910.0
10412.626137131265,10412.628191287617,10412.525086379728,10414.408297124719,5761076602955916.0,5772018993295179.0
10389.552970279983,10389.55558654973,10389.449557303284,10389.971091053905,5699136138106946.0,5710578147408288.0
10395.819453991942,10395.821638770547,10395.723287064184,10395.228012922264,5728737678616283.0,5738643747359535.0
10402.0953119835,10402.0931962937,10402.003913255443,10402.39286235319,5766041879827778.0,5774935889328641.0
10411.806581385135,10411.805079421178,10411.687801627051,10411.547785087352,5738043688132786.0,5752751249670175.0
10396.858051221347,10396.85785498171,10396.748888387452,10398.401554314481,5695690029182160.0,5708352089636170.0
10410.346412484752,10410.346120245411,10410.256874302273,10409.162263710532,5804948050444634.0,5813445701030590.0
10406.925584073699,10406.927991643348,10406.836963831453,10408.844556845417,5742997259240365.0,5751300714824909.0
10413.846285252206,10413.846186814035,10413.716629753455,10414.308999288458,5682885310681810.0,5699903881378970.0
10411.61601933355,10411.614667358781,10411.506366740632,10413.608545085151,5673321753390456.0,5686090889355916.0
10390.734958729146,10390.73515488866,10390.657808106107,10393.104279758145,5832028557925262.0,5837904477349890.0
10409.749292354732,10409.750376540884,10409.601300423654,10409.419525466235,5718845902199927.0,5739755342066380.0
10407.161542662576,10407.16135360294,10407.053205458385,10408.328708568519,5703632950199125.0,5716121889521907.0
10389.817381909017,10389.817629914984,10389.704398949396,10391.114167926818,5741332588424080.0,5754802759037064.0
10380.29028300309,10380.290892753983,10380.16807222364,10381.67500444144,5678271464409417.0,5693692706865425.0
10389.761114413172,10389.762341060688,10389.627748888503,10391.460520322395,5694152637893829.0,5711942376173458.0
10408.771435127275,10408.768884839888,10408.669311857313,10410.121944847855,5798854538950479.0,5810024481774291.0
10394.952521881292,10394.95269354681,10394.87191030178,10393.716316158265,5714448718746901.0,5721056603655516.0
10414.76467368589,10414.76414824744,10414.680067032012,10413.551707478815,5789439821362340.0,5796888978567972.0
10412.943113055708,10412.94312845146,10412.845026755747,10413.214153891648,5702609322363704.0,5712922079669651.0
10414.640098227954,10414.639781523561,10414.574122347482,10412.637611004331,5636533177656807.0,5640024564088510.0
10410.214239562143,10410.216348258964,10410.10117404309,10408.572862240944,5705310131251349.0,5718803674467826.0
10392.96004216924,10392.958986486254,10392.85540622534,10392.408330701051,5691522412439418.0,5703223996372777.0
10408.189590907501,10408.191013770413,10408.089724174031,10409.879323779955,5708151280487381.0,5718842119789496.0
10402.75681182682,10402.756402524274,10402.639640051568,10402.364496867522,5735771770010367.0,5750134483499601.0
10411.211379485896,10411.211929225581,10411.090718907972,10414.210390914164,5840807596343384.0,5855914334980294.0
10399.476218517742,10399.474747749602,10399.333706108457,10400.048452048053,5740851027719030.0,5760587865059043.0
10395.738504284956,10395.736555812959,10395.616104216944,10393.414268807985,5754785427510638.0,5770254176258462.0
10414.693683219612,10414.691898541187,10414.610509648526,10412.681201655332,5604030455943753.0,5611175197451496.0
10405.882056398408,10405.881093708536,10405.751688104012,10406.910937458744,5707600880567191.0,5724765770833266.0
10401.808255986914,10401.808505290073,10401.706735531612,10403.303617527892,5707301227361846.0,5718342825330741.0
10411.875496297263,10411.874986071289,10411.769280464712,10410.192087787704,5779259289954111.0,5791298593756420.0
10408.971234362984,10408.969245251656,10408.861564528868,10410.533437341202,5694184928275449.0,5706957152318658.0
10406.542137213979,10406.545833210694,10406.419402609028,10406.30339308352,5781529941424872.0,5797074868643881.0
10407.800035649841,10407.797745969872,10407.633831603023,10409.262850993271,5669691941628896.0,5694465733664660.0
10413.079989424494,10413.080428959564,10412.954065075737,10413.1470248246,5688997438755995.0,5705223031426272.0
10408.18341837881,10408.184802092857,10408.095714607685,10406.101363202943,5776989263379480.0,5785097883716845.0
10383.748861719403,10383.7507091629,10383.610490010871,10384.5870185701,5688222855928561.0,5707068679607661.0
10411.687306408885,10411.686137144969,10411.559760589276,10410.80455471259,5681120797914586.0,5697689983412707.0
10412.706003831809,10412.708537563369,10412.635415301867,10411.340666931765,5742522619204817.0,5746995013047352.0
10415.571630861663,10415.569716028669,10415.47952670988,10415.03813010819,5720402111245650.0,5729443893177825.0
10391.439038301693,10391.438947654458,10391.325514341968,10391.462955864336,5762293430230531.0,5775878738548704.0
